ticket_id,status,agent_id,start_ts,completion_ts,arrival_ts,queue,priority,language,duration_slots,first_response_due_ts,resolution_due_ts,first_response_tardiness_min,resolution_tardiness_min
TKT-00140,scheduled,GEN-03,2026-03-03 13:15:00,2026-03-03 13:30:00,2026-03-03 09:30:04,Account Access,P3,DE,1,2026-03-03 13:30:04,2026-03-05 09:31:00,0.00,0.00
TKT-00141,backlog_end,,,,2026-03-03 09:34:53,Integrations/API,P4,DE,3,2026-03-04 09:35:00,2026-03-10 09:35:00,,
TKT-00142,backlog_end,,,,2026-03-03 09:36:05,Account Access,P4,EN,2,2026-03-04 09:37:00,2026-03-10 09:37:00,,
TKT-00143,scheduled,PS-02,2026-03-03 12:30:00,2026-03-03 13:00:00,2026-03-03 09:36:31,Product Support,P3,EN,2,2026-03-03 13:36:31,2026-03-05 09:37:00,0.00,0.00
TKT-00144,scheduled,GEN-01,2026-03-03 13:30:00,2026-03-03 14:30:00,2026-03-03 09:42:01,Product Support,P3,DE,4,2026-03-03 13:42:01,2026-03-05 09:43:00,0.00,0.00
TKT-00145,scheduled,GEN-01,2026-03-03 10:00:00,2026-03-03 11:00:00,2026-03-03 09:46:02,Billing,P2,DE,4,2026-03-03 10:46:02,2026-03-04 09:47:00,0.00,0.00
TKT-00146,scheduled,PS-02,2026-03-03 13:00:00,2026-03-03 13:30:00,2026-03-03 09:51:38,Product Support,P3,EN,2,2026-03-03 13:51:38,2026-03-05 09:52:00,0.00,0.00
TKT-00147,scheduled,GEN-03,2026-03-03 13:30:00,2026-03-03 14:15:00,2026-03-03 09:54:06,Product Support,P3,DE,3,2026-03-03 13:54:06,2026-03-05 09:55:00,0.00,0.00
TKT-00148,scheduled,PS-02,2026-03-03 13:30:00,2026-03-03 14:00:00,2026-03-03 09:57:32,Product Support,P3,EN,2,2026-03-03 13:57:32,2026-03-05 09:58:00,0.00,0.00
TKT-00149,backlog_end,,,,2026-03-03 10:00:54,Account Access,P4,EN,2,2026-03-04 10:01:00,2026-03-10 10:01:00,,
TKT-00150,scheduled,SIC-01,2026-03-03 10:15:00,2026-03-03 11:00:00,2026-03-03 10:03:01,Billing,P1,EN,3,2026-03-03 10:18:01,2026-03-03 14:03:01,0.00,0.00
TKT-00151,scheduled,GEN-03,2026-03-03 14:15:00,2026-03-03 15:00:00,2026-03-03 10:06:37,Billing,P3,DE,3,2026-03-03 14:06:37,2026-03-05 10:07:00,8.38,0.00
TKT-00152,scheduled,GEN-02,2026-03-03 10:15:00,2026-03-03 11:45:00,2026-03-03 10:11:01,Product Support,P2,EN,6,2026-03-03 11:11:01,2026-03-04 10:12:00,0.00,0.00
TKT-00153,scheduled,PS-02,2026-03-03 14:00:00,2026-03-03 14:45:00,2026-03-03 10:11:42,Product Support,P3,EN,3,2026-03-03 14:11:42,2026-03-05 10:12:00,0.00,0.00
TKT-00154,scheduled,PS-01,2026-03-03 14:15:00,2026-03-03 15:30:00,2026-03-03 10:11:54,Product Support,P3,EN,5,2026-03-03 14:11:54,2026-03-05 10:12:00,3.10,0.00
TKT-00155,backlog_end,,,,2026-03-03 10:14:01,Billing,P4,DE,2,2026-03-04 10:15:00,2026-03-10 10:15:00,,
TKT-00156,scheduled,GEN-02,2026-03-03 14:30:00,2026-03-03 15:00:00,2026-03-03 10:14:22,Account Access,P3,EN,2,2026-03-03 14:14:22,2026-03-05 10:15:00,15.63,0.00
TKT-00157,backlog_end,,,,2026-03-03 10:16:27,Billing,P4,EN,1,2026-03-04 10:17:00,2026-03-10 10:17:00,,
TKT-00158,scheduled,PS-02,2026-03-03 14:45:00,2026-03-03 15:15:00,2026-03-03 10:20:18,Product Support,P3,EN,2,2026-03-03 14:20:18,2026-03-05 10:21:00,24.70,0.00
TKT-00159,scheduled,GEN-02,2026-03-03 15:00:00,2026-03-03 15:30:00,2026-03-03 10:22:41,Billing,P3,EN,2,2026-03-03 14:22:41,2026-03-05 10:23:00,37.32,0.00
TKT-00160,backlog_end,,,,2026-03-03 10:26:06,Billing,P4,EN,3,2026-03-04 10:27:00,2026-03-10 10:27:00,,
TKT-00161,scheduled,GEN-03,2026-03-03 15:00:00,2026-03-03 15:30:00,2026-03-03 10:33:28,Billing,P3,EN,2,2026-03-03 14:33:28,2026-03-05 10:34:00,26.53,0.00
TKT-00162,backlog_end,,,,2026-03-03 10:34:05,Account Access,P4,EN,2,2026-03-04 10:35:00,2026-03-10 10:35:00,,
TKT-00163,backlog_end,,,,2026-03-03 10:36:45,Account Access,P4,EN,1,2026-03-04 10:37:00,2026-03-10 10:37:00,,
TKT-00164,backlog_end,,,,2026-03-03 10:37:44,Integrations/API,P4,DE,4,2026-03-04 10:38:00,2026-03-10 10:38:00,,
TKT-00165,scheduled,GEN-01,2026-03-03 15:15:00,2026-03-03 15:45:00,2026-03-03 10:38:01,Account Access,P3,EN,2,2026-03-03 14:38:01,2026-03-05 10:39:00,36.98,0.00
TKT-00166,backlog_end,,,,2026-03-03 10:41:15,Account Access,P4,EN,2,2026-03-04 10:42:00,2026-03-10 10:42:00,,
TKT-00167,backlog_end,,,,2026-03-03 10:41:36,Integrations/API,P4,DE,3,2026-03-04 10:42:00,2026-03-10 10:42:00,,
TKT-00168,backlog_end,,,,2026-03-03 10:44:46,Account Access,P4,DE,1,2026-03-04 10:45:00,2026-03-10 10:45:00,,
TKT-00169,scheduled,INT-02,2026-03-03 11:00:00,2026-03-03 12:15:00,2026-03-03 10:47:09,Integrations/API,P2,EN,5,2026-03-03 11:47:09,2026-03-04 10:48:00,0.00,0.00
TKT-00170,scheduled,GEN-02,2026-03-03 15:30:00,2026-03-03 16:00:00,2026-03-03 10:51:45,Account Access,P3,EN,2,2026-03-03 14:51:45,2026-03-05 10:52:00,38.25,0.00
TKT-00171,scheduled,GEN-01,2026-03-04 08:00:00,2026-03-04 08:45:00,2026-03-03 10:52:27,Product Support,P3,DE,3,2026-03-03 14:52:27,2026-03-05 10:53:00,1027.55,0.00
TKT-00172,scheduled,GEN-02,2026-03-04 08:00:00,2026-03-04 09:00:00,2026-03-03 10:58:29,Account Access,P3,EN,4,2026-03-03 14:58:29,2026-03-05 10:59:00,1021.52,0.00
TKT-00173,scheduled,SIC-01,2026-03-03 11:15:00,2026-03-03 12:30:00,2026-03-03 11:00:01,Integrations/API,P2,DE,5,2026-03-03 12:00:01,2026-03-04 11:01:00,0.00,0.00
TKT-00174,backlog_end,,,,2026-03-03 11:02:41,Account Access,P4,DE,3,2026-03-04 11:03:00,2026-03-10 11:03:00,,
TKT-00175,scheduled,GEN-03,2026-03-03 15:30:00,2026-03-03 16:00:00,2026-03-03 11:03:55,Product Support,P3,DE,2,2026-03-03 15:03:55,2026-03-05 11:04:00,26.08,0.00
TKT-00176,scheduled,GEN-01,2026-03-03 15:45:00,2026-03-03 16:00:00,2026-03-03 11:05:08,Account Access,P3,DE,1,2026-03-03 15:05:08,2026-03-05 11:06:00,39.87,0.00
TKT-00177,backlog_end,,,,2026-03-03 11:09:01,Billing,P4,DE,2,2026-03-04 11:10:00,2026-03-10 11:10:00,,
TKT-00178,scheduled,GEN-01,2026-03-03 11:30:00,2026-03-03 13:00:00,2026-03-03 11:11:22,Product Support,P2,EN,6,2026-03-03 12:11:22,2026-03-04 11:12:00,0.00,0.00
TKT-00179,scheduled,GEN-03,2026-03-04 08:00:00,2026-03-04 08:45:00,2026-03-03 11:14:27,Product Support,P3,DE,3,2026-03-03 15:14:27,2026-03-05 11:15:00,1005.55,0.00
TKT-00180,backlog_end,,,,2026-03-03 11:14:37,Billing,P4,EN,1,2026-03-04 11:15:00,2026-03-10 11:15:00,,
TKT-00181,scheduled,GEN-03,2026-03-04 08:45:00,2026-03-04 09:15:00,2026-03-03 11:22:38,Billing,P3,EN,2,2026-03-03 15:22:38,2026-03-05 11:23:00,1042.37,0.00
TKT-00182,scheduled,GEN-03,2026-03-03 11:30:00,2026-03-03 12:15:00,2026-03-03 11:22:40,Product Support,P2,DE,3,2026-03-03 12:22:40,2026-03-04 11:23:00,0.00,0.00
TKT-00183,scheduled,GEN-02,2026-03-03 11:45:00,2026-03-03 13:00:00,2026-03-03 11:23:01,Account Access,P2,EN,5,2026-03-03 12:23:01,2026-03-04 11:24:00,0.00,0.00
TKT-00184,scheduled,GEN-01,2026-03-04 09:00:00,2026-03-04 09:15:00,2026-03-03 11:24:49,Billing,P3,EN,1,2026-03-03 15:24:49,2026-03-05 11:25:00,1055.18,0.00
TKT-00185,scheduled,PS-01,2026-03-03 11:30:00,2026-03-03 12:00:00,2026-03-03 11:26:05,Product Support,P2,EN,2,2026-03-03 12:26:05,2026-03-04 11:27:00,0.00,0.00
TKT-00186,scheduled,PS-01,2026-03-03 15:30:00,2026-03-03 15:45:00,2026-03-03 11:28:24,Product Support,P3,DE,1,2026-03-03 15:28:24,2026-03-05 11:29:00,1.60,0.00
TKT-00187,scheduled,GEN-02,2026-03-04 09:00:00,2026-03-04 09:15:00,2026-03-03 11:31:13,Account Access,P3,EN,1,2026-03-03 15:31:13,2026-03-05 11:32:00,1048.78,0.00
TKT-00188,scheduled,PS-01,2026-03-03 12:00:00,2026-03-03 12:30:00,2026-03-03 11:32:06,Product Support,P2,DE,2,2026-03-03 12:32:06,2026-03-04 11:33:00,0.00,0.00
TKT-00189,backlog_end,,,,2026-03-03 11:33:37,Billing,P4,DE,4,2026-03-04 11:34:00,2026-03-10 11:34:00,,
TKT-00190,scheduled,GEN-01,2026-03-04 09:15:00,2026-03-04 09:45:00,2026-03-03 11:38:33,Account Access,P3,EN,2,2026-03-03 15:38:33,2026-03-05 11:39:00,1056.45,0.00
TKT-00191,scheduled,PS-02,2026-03-03 12:00:00,2026-03-03 12:30:00,2026-03-03 11:39:50,Product Support,P2,EN,2,2026-03-03 12:39:50,2026-03-04 11:40:00,0.00,0.00
TKT-00192,scheduled,PS-01,2026-03-04 08:00:00,2026-03-04 08:30:00,2026-03-03 11:40:30,Product Support,P3,DE,2,2026-03-03 15:40:30,2026-03-05 11:41:00,979.50,0.00
TKT-00193,scheduled,PS-02,2026-03-03 15:15:00,2026-03-03 15:45:00,2026-03-03 11:40:59,Product Support,P3,EN,2,2026-03-03 15:40:59,2026-03-05 11:41:00,0.00,0.00
TKT-00194,backlog_end,,,,2026-03-03 11:41:46,Billing,P4,DE,1,2026-03-04 11:42:00,2026-03-10 11:42:00,,
TKT-00195,scheduled,GEN-03,2026-03-03 12:15:00,2026-03-03 13:00:00,2026-03-03 11:44:44,Product Support,P2,EN,3,2026-03-03 12:44:44,2026-03-04 11:45:00,0.00,0.00
TKT-00196,scheduled,PS-02,2026-03-04 08:00:00,2026-03-04 08:30:00,2026-03-03 11:46:46,Product Support,P3,EN,2,2026-03-03 15:46:46,2026-03-05 11:47:00,973.23,0.00
TKT-00197,scheduled,INT-01,2026-03-03 13:30:00,2026-03-03 14:45:00,2026-03-03 11:47:15,Integrations/API,P3,EN,5,2026-03-03 15:47:15,2026-03-05 11:48:00,0.00,0.00
TKT-00198,scheduled,GEN-02,2026-03-04 09:15:00,2026-03-04 09:30:00,2026-03-03 11:56:23,Account Access,P3,EN,1,2026-03-03 15:56:23,2026-03-05 11:57:00,1038.62,0.00
TKT-00199,scheduled,GEN-03,2026-03-04 09:15:00,2026-03-04 09:45:00,2026-03-03 11:57:11,Account Access,P3,EN,2,2026-03-03 15:57:11,2026-03-05 11:58:00,1037.82,0.00
TKT-00200,backlog_end,,,,2026-03-03 12:00:11,Product Support,P4,EN,3,2026-03-04 12:01:00,2026-03-10 12:01:00,,
TKT-00201,backlog_end,,,,2026-03-03 12:00:13,Product Support,P4,DE,3,2026-03-04 12:01:00,2026-03-10 12:01:00,,
TKT-00202,scheduled,GEN-03,2026-03-04 09:45:00,2026-03-04 10:15:00,2026-03-03 12:00:39,Billing,P3,EN,2,2026-03-04 08:01:00,2026-03-05 12:01:00,104.00,0.00
TKT-00203,scheduled,INT-02,2026-03-03 12:15:00,2026-03-03 12:45:00,2026-03-03 12:03:45,Integrations/API,P2,EN,2,2026-03-03 13:03:45,2026-03-04 12:04:00,0.00,0.00
TKT-00204,backlog_end,,,,2026-03-03 12:08:12,Account Access,P4,DE,2,2026-03-04 12:09:00,2026-03-10 12:09:00,,
TKT-00205,scheduled,PS-01,2026-03-03 12:30:00,2026-03-03 14:15:00,2026-03-03 12:08:24,Product Support,P1,EN,7,2026-03-03 12:23:24,2026-03-04 08:09:00,6.60,0.00
TKT-00206,scheduled,PS-02,2026-03-03 15:45:00,2026-03-03 16:00:00,2026-03-03 12:09:41,Product Support,P4,EN,1,2026-03-04 12:10:00,2026-03-10 12:10:00,0.00,0.00
TKT-00207,scheduled,PS-01,2026-03-04 08:30:00,2026-03-04 09:15:00,2026-03-03 12:22:12,Product Support,P3,DE,3,2026-03-04 08:23:00,2026-03-05 12:23:00,7.00,0.00
TKT-00208,scheduled,GEN-02,2026-03-04 10:00:00,2026-03-04 10:30:00,2026-03-03 12:34:15,Account Access,P3,EN,2,2026-03-04 08:35:00,2026-03-05 12:35:00,85.00,0.00
TKT-00209,scheduled,PS-01,2026-03-04 09:15:00,2026-03-04 10:00:00,2026-03-03 12:36:18,Product Support,P3,DE,3,2026-03-04 08:37:00,2026-03-05 12:37:00,38.00,0.00
TKT-00210,scheduled,SIC-01,2026-03-03 13:00:00,2026-03-03 14:45:00,2026-03-03 12:52:02,Integrations/API,P2,EN,7,2026-03-03 13:52:02,2026-03-04 12:53:00,0.00,0.00
TKT-00211,backlog_end,,,,2026-03-03 13:08:40,Account Access,P4,EN,2,2026-03-04 13:09:00,2026-03-10 13:09:00,,
TKT-00212,scheduled,GEN-02,2026-03-03 13:15:00,2026-03-03 14:00:00,2026-03-03 13:10:55,Billing,P2,EN,3,2026-03-03 14:10:55,2026-03-04 13:11:00,0.00,0.00
TKT-00213,scheduled,GEN-03,2026-03-04 10:15:00,2026-03-04 10:30:00,2026-03-03 13:13:56,Account Access,P3,EN,1,2026-03-04 09:14:00,2026-03-05 13:14:00,61.00,0.00
TKT-00214,scheduled,GEN-02,2026-03-04 10:30:00,2026-03-04 11:00:00,2026-03-03 13:25:10,Billing,P3,EN,2,2026-03-04 09:26:00,2026-03-05 13:26:00,64.00,0.00
TKT-00215,backlog_end,,,,2026-03-03 13:40:18,Billing,P4,EN,2,2026-03-04 13:41:00,2026-03-10 13:41:00,,
TKT-00216,scheduled,GEN-02,2026-03-03 14:00:00,2026-03-03 14:30:00,2026-03-03 13:42:33,Product Support,P2,EN,2,2026-03-03 14:42:33,2026-03-04 13:43:00,0.00,0.00
TKT-00217,scheduled,GEN-03,2026-03-04 10:30:00,2026-03-04 10:45:00,2026-03-03 13:49:03,Billing,P3,DE,1,2026-03-04 09:50:00,2026-03-05 13:50:00,40.00,0.00
TKT-00218,scheduled,PS-02,2026-03-04 08:30:00,2026-03-04 09:15:00,2026-03-03 13:53:20,Product Support,P3,EN,3,2026-03-04 09:54:00,2026-03-05 13:54:00,0.00,0.00
TKT-00219,backlog_end,,,,2026-03-03 14:13:00,Product Support,P4,EN,3,2026-03-04 14:13:00,2026-03-10 14:13:00,,
TKT-00220,scheduled,PS-01,2026-03-04 10:00:00,2026-03-04 10:30:00,2026-03-03 14:16:20,Product Support,P3,DE,2,2026-03-04 10:17:00,2026-03-05 14:17:00,0.00,0.00
TKT-00221,scheduled,PS-02,2026-03-04 09:15:00,2026-03-04 10:30:00,2026-03-03 14:21:10,Product Support,P3,EN,5,2026-03-04 10:22:00,2026-03-05 14:22:00,0.00,0.00
TKT-00222,scheduled,PS-01,2026-03-04 10:30:00,2026-03-04 11:15:00,2026-03-03 14:24:56,Product Support,P3,EN,3,2026-03-04 10:25:00,2026-03-05 14:25:00,5.00,0.00
TKT-00223,scheduled,INT-01,2026-03-03 14:45:00,2026-03-03 15:30:00,2026-03-03 14:25:31,Integrations/API,P2,EN,3,2026-03-03 15:25:31,2026-03-04 14:26:00,0.00,0.00
TKT-00224,scheduled,GEN-01,2026-03-03 14:30:00,2026-03-03 15:15:00,2026-03-03 14:29:20,Product Support,P2,EN,3,2026-03-03 15:29:20,2026-03-04 14:30:00,0.00,0.00
TKT-00225,scheduled,PS-02,2026-03-04 10:30:00,2026-03-04 12:00:00,2026-03-03 14:48:14,Product Support,P3,EN,6,2026-03-04 10:49:00,2026-03-05 14:49:00,0.00,0.00
TKT-00226,scheduled,INT-01,2026-03-04 08:00:00,2026-03-04 08:45:00,2026-03-03 15:04:46,Integrations/API,P3,EN,3,2026-03-04 11:05:00,2026-03-05 15:05:00,0.00,0.00
TKT-00227,scheduled,GEN-03,2026-03-04 12:00:00,2026-03-04 12:15:00,2026-03-03 15:20:40,Account Access,P3,EN,1,2026-03-04 11:21:00,2026-03-05 15:21:00,39.00,0.00
TKT-00228,scheduled,INT-01,2026-03-04 08:45:00,2026-03-04 09:30:00,2026-03-04 08:06:01,Integrations/API,P3,EN,3,2026-03-04 12:06:01,2026-03-06 08:07:00,0.00,0.00
TKT-00229,scheduled,GEN-03,2026-03-04 12:45:00,2026-03-04 14:00:00,2026-03-04 08:27:48,Product Support,P3,DE,5,2026-03-04 12:27:48,2026-03-06 08:28:00,17.20,0.00
TKT-00230,scheduled,PS-02,2026-03-04 12:00:00,2026-03-04 12:45:00,2026-03-04 08:38:19,Product Support,P3,EN,3,2026-03-04 12:38:19,2026-03-06 08:39:00,0.00,0.00
TKT-00231,scheduled,GEN-01,2026-03-04 08:45:00,2026-03-04 09:00:00,2026-03-04 08:38:50,Account Access,P2,EN,1,2026-03-04 09:38:50,2026-03-05 08:39:00,0.00,0.00
TKT-00232,scheduled,PS-01,2026-03-04 13:00:00,2026-03-04 14:30:00,2026-03-04 08:43:37,Product Support,P3,DE,6,2026-03-04 12:43:37,2026-03-06 08:44:00,16.38,0.00
TKT-00233,scheduled,SIC-01,2026-03-04 09:00:00,2026-03-04 10:30:00,2026-03-04 08:45:07,Integrations/API,P1,DE,6,2026-03-04 09:00:07,2026-03-04 12:45:07,0.00,0.00
TKT-00234,scheduled,PS-02,2026-03-04 12:45:00,2026-03-04 13:00:00,2026-03-04 08:45:56,Product Support,P3,EN,1,2026-03-04 12:45:56,2026-03-06 08:46:00,0.00,0.00
TKT-00235,scheduled,PS-02,2026-03-04 13:00:00,2026-03-04 13:30:00,2026-03-04 08:46:38,Product Support,P3,EN,2,2026-03-04 12:46:38,2026-03-06 08:47:00,13.37,0.00
TKT-00236,scheduled,GEN-02,2026-03-04 13:15:00,2026-03-04 13:45:00,2026-03-04 08:47:50,Product Support,P3,EN,2,2026-03-04 12:47:50,2026-03-06 08:48:00,27.17,0.00
TKT-00237,scheduled,GEN-01,2026-03-04 13:30:00,2026-03-04 14:15:00,2026-03-04 08:51:04,Product Support,P3,EN,3,2026-03-04 12:51:04,2026-03-06 08:52:00,38.93,0.00
TKT-00238,backlog_end,,,,2026-03-04 09:03:06,Product Support,P4,EN,3,2026-03-05 09:04:00,2026-03-11 09:04:00,,
TKT-00239,scheduled,INT-02,2026-03-04 09:15:00,2026-03-04 10:00:00,2026-03-04 09:07:36,Integrations/API,P2,EN,3,2026-03-04 10:07:36,2026-03-05 09:08:00,0.00,0.00
TKT-00240,scheduled,PS-02,2026-03-04 13:30:00,2026-03-04 14:30:00,2026-03-04 09:18:56,Product Support,P3,EN,4,2026-03-04 13:18:56,2026-03-06 09:19:00,11.07,0.00
TKT-00241,scheduled,INT-01,2026-03-04 09:30:00,2026-03-04 10:30:00,2026-03-04 09:19:26,Integrations/API,P1,EN,4,2026-03-04 09:34:26,2026-03-04 13:19:26,0.00,0.00
TKT-00242,scheduled,GEN-02,2026-03-04 09:30:00,2026-03-04 10:00:00,2026-03-04 09:23:29,Product Support,P2,EN,2,2026-03-04 10:23:29,2026-03-05 09:24:00,0.00,0.00
TKT-00243,scheduled,INT-01,2026-03-05 09:45:00,2026-03-05 11:30:00,2026-03-04 09:23:30,Integrations/API,P3,DE,7,2026-03-04 13:23:30,2026-03-06 09:24:00,1221.50,0.00
TKT-00244,scheduled,GEN-02,2026-03-04 13:45:00,2026-03-04 14:30:00,2026-03-04 09:24:11,Product Support,P3,EN,3,2026-03-04 13:24:11,2026-03-06 09:25:00,20.82,0.00
TKT-00245,scheduled,GEN-03,2026-03-04 14:00:00,2026-03-04 14:30:00,2026-03-04 09:29:49,Account Access,P3,EN,2,2026-03-04 13:29:49,2026-03-06 09:30:00,30.18,0.00
TKT-00246,scheduled,GEN-01,2026-03-04 09:45:00,2026-03-04 10:15:00,2026-03-04 09:30:53,Account Access,P2,DE,2,2026-03-04 10:30:53,2026-03-05 09:31:00,0.00,0.00
TKT-00247,scheduled,GEN-01,2026-03-04 14:30:00,2026-03-04 15:00:00,2026-03-04 09:31:19,Billing,P3,DE,2,2026-03-04 13:31:19,2026-03-06 09:32:00,58.68,0.00
TKT-00248,backlog_end,,,,2026-03-04 09:31:26,Product Support,P4,EN,6,2026-03-05 09:32:00,2026-03-11 09:32:00,,
TKT-00249,backlog_end,,,,2026-03-04 09:33:41,Billing,P4,EN,2,2026-03-05 09:34:00,2026-03-11 09:34:00,,
TKT-00250,backlog_end,,,,2026-03-04 09:37:11,Product Support,P4,EN,3,2026-03-05 09:38:00,2026-03-11 09:38:00,,
TKT-00251,scheduled,GEN-02,2026-03-04 14:30:00,2026-03-04 16:00:00,2026-03-04 09:39:03,Product Support,P3,EN,6,2026-03-04 13:39:03,2026-03-06 09:40:00,50.95,0.00
TKT-00252,backlog_end,,,,2026-03-04 09:40:50,Account Access,P4,EN,1,2026-03-05 09:41:00,2026-03-11 09:41:00,,
TKT-00253,scheduled,INT-02,2026-03-04 10:00:00,2026-03-04 10:30:00,2026-03-04 09:49:12,Integrations/API,P3,EN,2,2026-03-04 13:49:12,2026-03-06 09:50:00,0.00,0.00
TKT-00254,backlog_end,,,,2026-03-04 09:52:57,Product Support,P4,EN,5,2026-03-05 09:53:00,2026-03-11 09:53:00,,
TKT-00255,scheduled,GEN-03,2026-03-04 14:30:00,2026-03-04 15:00:00,2026-03-04 09:58:07,Account Access,P3,EN,2,2026-03-04 13:58:07,2026-03-06 09:59:00,31.88,0.00
TKT-00256,scheduled,PS-01,2026-03-04 14:30:00,2026-03-04 15:00:00,2026-03-04 09:58:40,Product Support,P3,EN,2,2026-03-04 13:58:40,2026-03-06 09:59:00,31.33,0.00
TKT-00257,backlog_end,,,,2026-03-04 10:03:25,Billing,P4,DE,1,2026-03-05 10:04:00,2026-03-11 10:04:00,,
TKT-00258,scheduled,PS-02,2026-03-04 14:30:00,2026-03-04 15:15:00,2026-03-04 10:04:37,Product Support,P3,EN,3,2026-03-04 14:04:37,2026-03-06 10:05:00,25.38,0.00
TKT-00259,scheduled,GEN-01,2026-03-04 10:15:00,2026-03-04 11:30:00,2026-03-04 10:09:42,Product Support,P2,EN,5,2026-03-04 11:09:42,2026-03-05 10:10:00,0.00,0.00
TKT-00260,scheduled,GEN-01,2026-03-05 08:00:00,2026-03-05 09:15:00,2026-03-04 10:10:56,Product Support,P3,EN,5,2026-03-04 14:10:56,2026-03-06 10:11:00,1069.07,0.00
TKT-00261,backlog_end,,,,2026-03-04 10:13:22,Product Support,P4,EN,3,2026-03-05 10:14:00,2026-03-11 10:14:00,,
TKT-00262,scheduled,GEN-01,2026-03-04 15:00:00,2026-03-04 15:15:00,2026-03-04 10:14:06,Product Support,P3,EN,1,2026-03-04 14:14:06,2026-03-06 10:15:00,45.90,0.00
TKT-00263,scheduled,INT-01,2026-03-04 10:30:00,2026-03-04 12:00:00,2026-03-04 10:15:46,Integrations/API,P2,DE,6,2026-03-04 11:15:46,2026-03-05 10:16:00,0.00,0.00
TKT-00264,scheduled,GEN-03,2026-03-04 15:00:00,2026-03-04 15:15:00,2026-03-04 10:18:39,Product Support,P3,EN,1,2026-03-04 14:18:39,2026-03-06 10:19:00,41.35,0.00
TKT-00265,scheduled,GEN-03,2026-03-04 10:45:00,2026-03-04 11:30:00,2026-03-04 10:31:21,Product Support,P2,EN,3,2026-03-04 11:31:21,2026-03-05 10:32:00,0.00,0.00
TKT-00266,backlog_end,,,,2026-03-04 10:31:38,Product Support,P4,EN,2,2026-03-05 10:32:00,2026-03-11 10:32:00,,
TKT-00267,scheduled,GEN-01,2026-03-04 15:15:00,2026-03-04 15:30:00,2026-03-04 10:33:46,Account Access,P3,EN,1,2026-03-04 14:33:46,2026-03-06 10:34:00,41.23,0.00
TKT-00268,scheduled,INT-02,2026-03-04 10:45:00,2026-03-04 11:45:00,2026-03-04 10:35:18,Integrations/API,P4,EN,4,2026-03-05 10:36:00,2026-03-11 10:36:00,0.00,0.00
TKT-00269,scheduled,GEN-03,2026-03-04 15:15:00,2026-03-04 15:30:00,2026-03-04 10:37:06,Account Access,P3,DE,1,2026-03-04 14:37:06,2026-03-06 10:38:00,37.90,0.00
TKT-00270,backlog_end,,,,2026-03-04 10:40:56,Account Access,P4,EN,2,2026-03-05 10:41:00,2026-03-11 10:41:00,,
TKT-00271,scheduled,GEN-01,2026-03-04 15:30:00,2026-03-04 16:00:00,2026-03-04 10:42:08,Account Access,P3,EN,2,2026-03-04 14:42:08,2026-03-06 10:43:00,47.87,0.00
TKT-00272,scheduled,GEN-02,2026-03-04 11:00:00,2026-03-04 11:30:00,2026-03-04 10:45:43,Product Support,P2,EN,2,2026-03-04 11:45:43,2026-03-05 10:46:00,0.00,0.00
TKT-00273,scheduled,SIC-01,2026-03-04 11:00:00,2026-03-04 11:45:00,2026-03-04 10:45:45,Billing,P1,EN,3,2026-03-04 11:00:45,2026-03-04 14:45:45,0.00,0.00
TKT-00274,scheduled,GEN-03,2026-03-04 15:30:00,2026-03-04 15:45:00,2026-03-04 10:51:49,Account Access,P3,EN,1,2026-03-04 14:51:49,2026-03-06 10:52:00,38.18,0.00
TKT-00275,scheduled,GEN-02,2026-03-05 08:00:00,2026-03-05 08:30:00,2026-03-04 10:52:12,Account Access,P3,EN,2,2026-03-04 14:52:12,2026-03-06 10:53:00,1027.80,0.00
TKT-00276,scheduled,GEN-01,2026-03-04 11:30:00,2026-03-04 12:00:00,2026-03-04 10:52:29,Product Support,P2,EN,2,2026-03-04 11:52:29,2026-03-05 10:53:00,0.00,0.00
TKT-00277,scheduled,PS-01,2026-03-04 15:45:00,2026-03-04 16:00:00,2026-03-04 10:53:43,Product Support,P4,EN,1,2026-03-05 10:54:00,2026-03-11 10:54:00,0.00,0.00
TKT-00278,scheduled,GEN-03,2026-03-04 15:45:00,2026-03-04 16:00:00,2026-03-04 10:57:24,Billing,P3,EN,1,2026-03-04 14:57:24,2026-03-06 10:58:00,47.60,0.00
TKT-00279,scheduled,INT-01,2026-03-05 15:30:00,2026-03-05 16:00:00,2026-03-04 10:59:26,Integrations/API,P4,EN,2,2026-03-05 11:00:00,2026-03-11 11:00:00,270.00,0.00
TKT-00280,scheduled,GEN-02,2026-03-04 11:30:00,2026-03-04 12:00:00,2026-03-04 10:59:49,Account Access,P2,EN,2,2026-03-04 11:59:49,2026-03-05 11:00:00,0.00,0.00
TKT-00281,backlog_end,,,,2026-03-04 11:00:14,Product Support,P4,EN,3,2026-03-05 11:01:00,2026-03-11 11:01:00,,
TKT-00282,backlog_end,,,,2026-03-04 11:01:57,Billing,P4,DE,2,2026-03-05 11:02:00,2026-03-11 11:02:00,,
TKT-00283,backlog_end,,,,2026-03-04 11:03:02,Product Support,P4,EN,3,2026-03-05 11:04:00,2026-03-11 11:04:00,,
TKT-00284,backlog_end,,,,2026-03-04 11:06:44,Account Access,P4,DE,2,2026-03-05 11:07:00,2026-03-11 11:07:00,,
TKT-00285,scheduled,GEN-03,2026-03-05 08:00:00,2026-03-05 09:15:00,2026-03-04 11:08:16,Account Access,P3,DE,5,2026-03-04 15:08:16,2026-03-06 11:09:00,1011.73,0.00
