ticket_id,status,agent_id,start_ts,completion_ts,arrival_ts,queue,priority,language,duration_slots,first_response_due_ts,resolution_due_ts,first_response_tardiness_min,resolution_tardiness_min
TKT-00137,scheduled,PS-02,2026-03-03 09:25:00,2026-03-03 10:20:00,2026-03-03 09:23:02,Product Support,P3,EN,11,2026-03-03 13:23:02,2026-03-05 09:23:02,0.00,0.00
TKT-00138,backlog_end,,,,2026-03-03 09:24:42,Product Support,P4,EN,17,2026-03-04 09:24:42,2026-03-10 09:24:42,,
TKT-00139,backlog_end,,,,2026-03-03 09:29:28,Billing,P4,EN,9,2026-03-04 09:29:28,2026-03-10 09:29:28,,
TKT-00140,scheduled,GEN-01,2026-03-03 10:10:00,2026-03-03 10:25:00,2026-03-03 09:30:04,Account Access,P3,DE,3,2026-03-03 13:30:04,2026-03-05 09:30:04,0.00,0.00
TKT-00141,scheduled,INT-01,2026-03-03 14:40:00,2026-03-03 15:25:00,2026-03-03 09:34:53,Integrations/API,P4,DE,9,2026-03-04 09:34:53,2026-03-10 09:34:53,0.00,0.00
TKT-00142,backlog_end,,,,2026-03-03 09:36:05,Account Access,P4,EN,6,2026-03-04 09:36:05,2026-03-10 09:36:05,,
TKT-00143,scheduled,PS-02,2026-03-03 10:20:00,2026-03-03 10:45:00,2026-03-03 09:36:31,Product Support,P3,EN,5,2026-03-03 13:36:31,2026-03-05 09:36:31,0.00,0.00
TKT-00144,scheduled,GEN-01,2026-03-03 10:25:00,2026-03-03 11:25:00,2026-03-03 09:42:01,Product Support,P3,DE,12,2026-03-03 13:42:01,2026-03-05 09:42:01,0.00,0.00
TKT-00145,scheduled,GEN-03,2026-03-03 10:00:00,2026-03-03 10:55:00,2026-03-03 09:46:02,Billing,P2,DE,11,2026-03-03 10:46:02,2026-03-04 09:46:02,0.00,0.00
TKT-00146,scheduled,PS-02,2026-03-03 10:45:00,2026-03-03 11:05:00,2026-03-03 09:51:38,Product Support,P3,EN,4,2026-03-03 13:51:38,2026-03-05 09:51:38,0.00,0.00
TKT-00147,scheduled,PS-01,2026-03-03 10:40:00,2026-03-03 11:20:00,2026-03-03 09:54:06,Product Support,P3,DE,8,2026-03-03 13:54:06,2026-03-05 09:54:06,0.00,0.00
TKT-00148,scheduled,GEN-03,2026-03-03 10:55:00,2026-03-03 11:20:00,2026-03-03 09:57:32,Product Support,P3,EN,5,2026-03-03 13:57:32,2026-03-05 09:57:32,0.00,0.00
TKT-00149,backlog_end,,,,2026-03-03 10:00:54,Account Access,P4,EN,5,2026-03-04 10:00:54,2026-03-10 10:00:54,,
TKT-00150,scheduled,SIC-01,2026-03-03 12:00:00,2026-03-03 12:35:00,2026-03-03 10:03:01,Billing,P1,EN,7,2026-03-03 10:18:01,2026-03-03 14:03:01,101.98,0.00
TKT-00151,scheduled,GEN-03,2026-03-03 11:20:00,2026-03-03 12:05:00,2026-03-03 10:06:37,Billing,P3,DE,9,2026-03-03 14:06:37,2026-03-05 10:06:37,0.00,0.00
TKT-00152,scheduled,GEN-02,2026-03-03 10:15:00,2026-03-03 11:35:00,2026-03-03 10:11:01,Product Support,P2,EN,16,2026-03-03 11:11:01,2026-03-04 10:11:01,0.00,0.00
TKT-00153,scheduled,PS-01,2026-03-03 12:50:00,2026-03-03 13:25:00,2026-03-03 10:11:42,Product Support,P3,EN,7,2026-03-03 14:11:42,2026-03-05 10:11:42,0.00,0.00
TKT-00154,scheduled,PS-02,2026-03-03 11:05:00,2026-03-03 12:10:00,2026-03-03 10:11:54,Product Support,P3,EN,13,2026-03-03 14:11:54,2026-03-05 10:11:54,0.00,0.00
TKT-00155,backlog_end,,,,2026-03-03 10:14:01,Billing,P4,DE,5,2026-03-04 10:14:01,2026-03-10 10:14:01,,
TKT-00156,scheduled,GEN-02,2026-03-03 12:40:00,2026-03-03 13:05:00,2026-03-03 10:14:22,Account Access,P3,EN,5,2026-03-03 14:14:22,2026-03-05 10:14:22,0.00,0.00
TKT-00157,scheduled,GEN-03,2026-03-05 15:45:00,2026-03-05 16:00:00,2026-03-03 10:16:27,Billing,P4,EN,3,2026-03-04 10:16:27,2026-03-10 10:16:27,808.55,0.00
TKT-00158,scheduled,GEN-02,2026-03-03 13:05:00,2026-03-03 13:25:00,2026-03-03 10:20:18,Product Support,P3,EN,4,2026-03-03 14:20:18,2026-03-05 10:20:18,0.00,0.00
TKT-00159,scheduled,GEN-03,2026-03-03 12:50:00,2026-03-03 13:10:00,2026-03-03 10:22:41,Billing,P3,EN,4,2026-03-03 14:22:41,2026-03-05 10:22:41,0.00,0.00
TKT-00160,backlog_end,,,,2026-03-03 10:26:06,Billing,P4,EN,7,2026-03-04 10:26:06,2026-03-10 10:26:06,,
TKT-00161,scheduled,GEN-01,2026-03-03 13:10:00,2026-03-03 13:30:00,2026-03-03 10:33:28,Billing,P3,EN,4,2026-03-03 14:33:28,2026-03-05 10:33:28,0.00,0.00
TKT-00162,backlog_end,,,,2026-03-03 10:34:05,Account Access,P4,EN,5,2026-03-04 10:34:05,2026-03-10 10:34:05,,
TKT-00163,scheduled,GEN-03,2026-03-05 15:35:00,2026-03-05 15:45:00,2026-03-03 10:36:45,Account Access,P4,EN,2,2026-03-04 10:36:45,2026-03-10 10:36:45,778.25,0.00
TKT-00164,scheduled,INT-01,2026-03-04 08:00:00,2026-03-04 09:00:00,2026-03-03 10:37:44,Integrations/API,P4,DE,12,2026-03-04 10:37:44,2026-03-10 10:37:44,0.00,0.00
TKT-00165,scheduled,GEN-03,2026-03-03 13:10:00,2026-03-03 13:40:00,2026-03-03 10:38:01,Account Access,P3,EN,6,2026-03-03 14:38:01,2026-03-05 10:38:01,0.00,0.00
TKT-00166,scheduled,GEN-02,2026-03-05 15:35:00,2026-03-05 15:55:00,2026-03-03 10:41:15,Account Access,P4,EN,4,2026-03-04 10:41:15,2026-03-10 10:41:15,773.75,0.00
TKT-00167,scheduled,INT-01,2026-03-03 14:05:00,2026-03-03 14:40:00,2026-03-03 10:41:36,Integrations/API,P4,DE,7,2026-03-04 10:41:36,2026-03-10 10:41:36,0.00,0.00
TKT-00168,scheduled,GEN-02,2026-03-04 15:50:00,2026-03-04 16:00:00,2026-03-03 10:44:46,Account Access,P4,DE,2,2026-03-04 10:44:46,2026-03-10 10:44:46,305.23,0.00
TKT-00169,scheduled,INT-02,2026-03-03 11:30:00,2026-03-03 12:45:00,2026-03-03 10:47:09,Integrations/API,P2,EN,15,2026-03-03 11:47:09,2026-03-04 10:47:09,0.00,0.00
TKT-00170,scheduled,GEN-01,2026-03-03 13:30:00,2026-03-03 14:00:00,2026-03-03 10:51:45,Account Access,P3,EN,6,2026-03-03 14:51:45,2026-03-05 10:51:45,0.00,0.00
TKT-00171,scheduled,PS-01,2026-03-03 13:25:00,2026-03-03 14:00:00,2026-03-03 10:52:27,Product Support,P3,DE,7,2026-03-03 14:52:27,2026-03-05 10:52:27,0.00,0.00
TKT-00172,scheduled,GEN-03,2026-03-03 13:40:00,2026-03-03 14:30:00,2026-03-03 10:58:29,Account Access,P3,EN,10,2026-03-03 14:58:29,2026-03-05 10:58:29,0.00,0.00
TKT-00173,scheduled,INT-01,2026-03-03 11:40:00,2026-03-03 12:50:00,2026-03-03 11:00:01,Integrations/API,P2,DE,14,2026-03-03 12:00:01,2026-03-04 11:00:01,0.00,0.00
TKT-00174,backlog_end,,,,2026-03-03 11:02:41,Account Access,P4,DE,8,2026-03-04 11:02:41,2026-03-10 11:02:41,,
TKT-00175,scheduled,PS-01,2026-03-03 14:00:00,2026-03-03 14:25:00,2026-03-03 11:03:55,Product Support,P3,DE,5,2026-03-03 15:03:55,2026-03-05 11:03:55,0.00,0.00
TKT-00176,scheduled,GEN-01,2026-03-03 14:00:00,2026-03-03 14:15:00,2026-03-03 11:05:08,Account Access,P3,DE,3,2026-03-03 15:05:08,2026-03-05 11:05:08,0.00,0.00
TKT-00177,scheduled,GEN-01,2026-03-05 15:30:00,2026-03-05 16:00:00,2026-03-03 11:09:01,Billing,P4,DE,6,2026-03-04 11:09:01,2026-03-10 11:09:01,740.98,0.00
TKT-00178,scheduled,PS-01,2026-03-03 11:20:00,2026-03-03 12:50:00,2026-03-03 11:11:22,Product Support,P2,EN,18,2026-03-03 12:11:22,2026-03-04 11:11:22,0.00,0.00
TKT-00179,scheduled,GEN-02,2026-03-03 14:10:00,2026-03-03 14:55:00,2026-03-03 11:14:27,Product Support,P3,DE,9,2026-03-03 15:14:27,2026-03-05 11:14:27,0.00,0.00
TKT-00180,scheduled,GEN-02,2026-03-05 15:20:00,2026-03-05 15:35:00,2026-03-03 11:14:37,Billing,P4,EN,3,2026-03-04 11:14:37,2026-03-10 11:14:37,725.38,0.00
TKT-00181,scheduled,GEN-01,2026-03-03 14:30:00,2026-03-03 14:50:00,2026-03-03 11:22:38,Billing,P3,EN,4,2026-03-03 15:22:38,2026-03-05 11:22:38,0.00,0.00
TKT-00182,scheduled,GEN-02,2026-03-03 11:35:00,2026-03-03 12:15:00,2026-03-03 11:22:40,Product Support,P2,DE,8,2026-03-03 12:22:40,2026-03-04 11:22:40,0.00,0.00
TKT-00183,scheduled,GEN-01,2026-03-03 11:25:00,2026-03-03 12:35:00,2026-03-03 11:23:01,Account Access,P2,EN,14,2026-03-03 12:23:01,2026-03-04 11:23:01,0.00,0.00
TKT-00184,scheduled,GEN-01,2026-03-03 14:15:00,2026-03-03 14:30:00,2026-03-03 11:24:49,Billing,P3,EN,3,2026-03-03 15:24:49,2026-03-05 11:24:49,0.00,0.00
TKT-00185,scheduled,GEN-03,2026-03-03 12:05:00,2026-03-03 12:30:00,2026-03-03 11:26:05,Product Support,P2,EN,5,2026-03-03 12:26:05,2026-03-04 11:26:05,0.00,0.00
TKT-00186,scheduled,PS-01,2026-03-03 14:25:00,2026-03-03 14:40:00,2026-03-03 11:28:24,Product Support,P3,DE,3,2026-03-03 15:28:24,2026-03-05 11:28:24,0.00,0.00
TKT-00187,scheduled,GEN-01,2026-03-03 14:50:00,2026-03-03 15:00:00,2026-03-03 11:31:13,Account Access,P3,EN,2,2026-03-03 15:31:13,2026-03-05 11:31:13,0.00,0.00
TKT-00188,scheduled,GEN-02,2026-03-03 12:15:00,2026-03-03 12:40:00,2026-03-03 11:32:06,Product Support,P2,DE,5,2026-03-03 12:32:06,2026-03-04 11:32:06,0.00,0.00
TKT-00189,backlog_end,,,,2026-03-03 11:33:37,Billing,P4,DE,11,2026-03-04 11:33:37,2026-03-10 11:33:37,,
TKT-00190,scheduled,GEN-02,2026-03-03 14:55:00,2026-03-03 15:15:00,2026-03-03 11:38:33,Account Access,P3,EN,4,2026-03-03 15:38:33,2026-03-05 11:38:33,0.00,0.00
TKT-00191,scheduled,GEN-03,2026-03-03 12:30:00,2026-03-03 12:50:00,2026-03-03 11:39:50,Product Support,P2,EN,4,2026-03-03 12:39:50,2026-03-04 11:39:50,0.00,0.00
TKT-00192,scheduled,GEN-01,2026-03-03 15:00:00,2026-03-03 15:20:00,2026-03-03 11:40:30,Product Support,P3,DE,4,2026-03-03 15:40:30,2026-03-05 11:40:30,0.00,0.00
TKT-00193,scheduled,PS-01,2026-03-03 14:40:00,2026-03-03 15:10:00,2026-03-03 11:40:59,Product Support,P3,EN,6,2026-03-03 15:40:59,2026-03-05 11:40:59,0.00,0.00
TKT-00194,scheduled,GEN-01,2026-03-04 15:45:00,2026-03-04 16:00:00,2026-03-03 11:41:46,Billing,P4,DE,3,2026-03-04 11:41:46,2026-03-10 11:41:46,243.23,0.00
TKT-00195,scheduled,GEN-01,2026-03-03 12:35:00,2026-03-03 13:10:00,2026-03-03 11:44:44,Product Support,P2,EN,7,2026-03-03 12:44:44,2026-03-04 11:44:44,0.00,0.00
TKT-00196,scheduled,PS-01,2026-03-03 15:10:00,2026-03-03 15:30:00,2026-03-03 11:46:46,Product Support,P3,EN,4,2026-03-03 15:46:46,2026-03-05 11:46:46,0.00,0.00
TKT-00197,scheduled,INT-01,2026-03-03 12:50:00,2026-03-03 14:05:00,2026-03-03 11:47:15,Integrations/API,P3,EN,15,2026-03-03 15:47:15,2026-03-05 11:47:15,0.00,0.00
TKT-00198,scheduled,GEN-03,2026-03-03 15:40:00,2026-03-03 15:55:00,2026-03-03 11:56:23,Account Access,P3,EN,3,2026-03-03 15:56:23,2026-03-05 11:56:23,0.00,0.00
TKT-00199,scheduled,GEN-03,2026-03-04 08:00:00,2026-03-04 08:25:00,2026-03-03 11:57:11,Account Access,P3,EN,5,2026-03-03 15:57:11,2026-03-05 11:57:11,2.82,0.00
TKT-00200,scheduled,PS-02,2026-03-06 14:55:00,2026-03-06 15:40:00,2026-03-03 12:00:11,Product Support,P4,EN,9,2026-03-04 12:00:11,2026-03-10 12:00:11,1134.82,0.00
TKT-00201,scheduled,PS-01,2026-03-04 13:45:00,2026-03-04 14:20:00,2026-03-03 12:00:13,Product Support,P4,DE,7,2026-03-04 12:00:13,2026-03-10 12:00:13,104.78,0.00
TKT-00202,scheduled,GEN-02,2026-03-04 08:00:00,2026-03-04 08:25:00,2026-03-03 12:00:39,Billing,P3,EN,5,2026-03-04 08:00:39,2026-03-05 12:00:39,0.00,0.00
TKT-00203,scheduled,SIC-01,2026-03-03 12:35:00,2026-03-03 12:55:00,2026-03-03 12:03:45,Integrations/API,P2,EN,4,2026-03-03 13:03:45,2026-03-04 12:03:45,0.00,0.00
TKT-00204,scheduled,GEN-01,2026-03-05 15:10:00,2026-03-05 15:30:00,2026-03-03 12:08:12,Account Access,P4,DE,4,2026-03-04 12:08:12,2026-03-10 12:08:12,661.80,0.00
TKT-00205,scheduled,PS-02,2026-03-03 12:10:00,2026-03-03 13:50:00,2026-03-03 12:08:24,Product Support,P1,EN,20,2026-03-03 12:23:24,2026-03-04 08:08:24,0.00,0.00
TKT-00206,scheduled,PS-02,2026-03-04 15:15:00,2026-03-04 15:30:00,2026-03-03 12:09:41,Product Support,P4,EN,3,2026-03-04 12:09:41,2026-03-10 12:09:41,185.32,0.00
TKT-00207,scheduled,PS-01,2026-03-04 08:00:00,2026-03-04 08:40:00,2026-03-03 12:22:12,Product Support,P3,DE,8,2026-03-04 08:22:12,2026-03-05 12:22:12,0.00,0.00
TKT-00208,scheduled,GEN-01,2026-03-04 08:00:00,2026-03-04 08:25:00,2026-03-03 12:34:15,Account Access,P3,EN,5,2026-03-04 08:34:15,2026-03-05 12:34:15,0.00,0.00
TKT-00209,scheduled,GEN-01,2026-03-04 08:25:00,2026-03-04 09:05:00,2026-03-03 12:36:18,Product Support,P3,DE,8,2026-03-04 08:36:18,2026-03-05 12:36:18,0.00,0.00
TKT-00210,scheduled,SIC-01,2026-03-03 12:55:00,2026-03-03 14:40:00,2026-03-03 12:52:02,Integrations/API,P2,EN,21,2026-03-03 13:52:02,2026-03-04 12:52:02,0.00,0.00
TKT-00211,scheduled,GEN-02,2026-03-04 15:30:00,2026-03-04 15:50:00,2026-03-03 13:08:40,Account Access,P4,EN,4,2026-03-04 13:08:40,2026-03-10 13:08:40,141.33,0.00
TKT-00212,scheduled,GEN-02,2026-03-03 13:25:00,2026-03-03 14:10:00,2026-03-03 13:10:55,Billing,P2,EN,9,2026-03-03 14:10:55,2026-03-04 13:10:55,0.00,0.00
TKT-00213,scheduled,GEN-03,2026-03-04 08:25:00,2026-03-04 08:35:00,2026-03-03 13:13:56,Account Access,P3,EN,2,2026-03-04 09:13:56,2026-03-05 13:13:56,0.00,0.00
TKT-00214,scheduled,GEN-02,2026-03-04 08:25:00,2026-03-04 08:55:00,2026-03-03 13:25:10,Billing,P3,EN,6,2026-03-04 09:25:10,2026-03-05 13:25:10,0.00,0.00
TKT-00215,scheduled,GEN-01,2026-03-04 15:20:00,2026-03-04 15:45:00,2026-03-03 13:40:18,Billing,P4,EN,5,2026-03-04 13:40:18,2026-03-10 13:40:18,99.70,0.00
TKT-00216,scheduled,PS-02,2026-03-03 13:50:00,2026-03-03 14:20:00,2026-03-03 13:42:33,Product Support,P2,EN,6,2026-03-03 14:42:33,2026-03-04 13:42:33,0.00,0.00
TKT-00217,scheduled,GEN-02,2026-03-03 15:50:00,2026-03-03 16:00:00,2026-03-03 13:49:03,Billing,P3,DE,2,2026-03-04 09:49:03,2026-03-05 13:49:03,0.00,0.00
TKT-00218,scheduled,PS-02,2026-03-04 08:00:00,2026-03-04 08:40:00,2026-03-03 13:53:20,Product Support,P3,EN,8,2026-03-04 09:53:20,2026-03-05 13:53:20,0.00,0.00
TKT-00219,scheduled,PS-01,2026-03-04 14:20:00,2026-03-04 14:55:00,2026-03-03 14:13:00,Product Support,P4,EN,7,2026-03-04 14:13:00,2026-03-10 14:13:00,7.00,0.00
TKT-00220,scheduled,GEN-03,2026-03-04 08:35:00,2026-03-04 09:00:00,2026-03-03 14:16:20,Product Support,P3,DE,5,2026-03-04 10:16:20,2026-03-05 14:16:20,0.00,0.00
TKT-00221,scheduled,PS-01,2026-03-04 08:40:00,2026-03-04 09:55:00,2026-03-03 14:21:10,Product Support,P3,EN,15,2026-03-04 10:21:10,2026-03-05 14:21:10,0.00,0.00
TKT-00222,scheduled,PS-02,2026-03-04 08:40:00,2026-03-04 09:25:00,2026-03-03 14:24:56,Product Support,P3,EN,9,2026-03-04 10:24:56,2026-03-05 14:24:56,0.00,0.00
TKT-00223,scheduled,INT-02,2026-03-03 14:30:00,2026-03-03 15:10:00,2026-03-03 14:25:31,Integrations/API,P2,EN,8,2026-03-03 15:25:31,2026-03-04 14:25:31,0.00,0.00
TKT-00224,scheduled,GEN-03,2026-03-03 14:30:00,2026-03-03 15:10:00,2026-03-03 14:29:20,Product Support,P2,EN,8,2026-03-03 15:29:20,2026-03-04 14:29:20,0.00,0.00
TKT-00225,scheduled,GEN-02,2026-03-04 08:55:00,2026-03-04 10:25:00,2026-03-03 14:48:14,Product Support,P3,EN,18,2026-03-04 10:48:14,2026-03-05 14:48:14,0.00,0.00
TKT-00226,scheduled,INT-02,2026-03-03 15:10:00,2026-03-03 15:45:00,2026-03-03 15:04:46,Integrations/API,P3,EN,7,2026-03-04 11:04:46,2026-03-05 15:04:46,0.00,0.00
TKT-00227,scheduled,GEN-01,2026-03-03 15:50:00,2026-03-03 16:00:00,2026-03-03 15:20:40,Account Access,P3,EN,2,2026-03-04 11:20:40,2026-03-05 15:20:40,0.00,0.00
TKT-00228,scheduled,INT-02,2026-03-04 08:10:00,2026-03-04 08:45:00,2026-03-04 08:06:01,Integrations/API,P3,EN,7,2026-03-04 12:06:01,2026-03-06 08:06:01,0.00,0.00
TKT-00229,scheduled,GEN-03,2026-03-04 09:00:00,2026-03-04 10:05:00,2026-03-04 08:27:48,Product Support,P3,DE,13,2026-03-04 12:27:48,2026-03-06 08:27:48,0.00,0.00
TKT-00230,scheduled,GEN-01,2026-03-04 09:05:00,2026-03-04 09:45:00,2026-03-04 08:38:19,Product Support,P3,EN,8,2026-03-04 12:38:19,2026-03-06 08:38:19,0.00,0.00
TKT-00231,scheduled,SIC-01,2026-03-04 08:40:00,2026-03-04 08:55:00,2026-03-04 08:38:50,Account Access,P2,EN,3,2026-03-04 09:38:50,2026-03-05 08:38:50,0.00,0.00
TKT-00232,scheduled,PS-01,2026-03-04 09:55:00,2026-03-04 11:20:00,2026-03-04 08:43:37,Product Support,P3,DE,17,2026-03-04 12:43:37,2026-03-06 08:43:37,0.00,0.00
TKT-00233,scheduled,SIC-01,2026-03-04 08:55:00,2026-03-04 10:20:00,2026-03-04 08:45:07,Integrations/API,P1,DE,17,2026-03-04 09:00:07,2026-03-04 12:45:07,0.00,0.00
TKT-00234,scheduled,GEN-01,2026-03-04 10:05:00,2026-03-04 10:20:00,2026-03-04 08:45:56,Product Support,P3,EN,3,2026-03-04 12:45:56,2026-03-06 08:45:56,0.00,0.00
TKT-00235,scheduled,GEN-03,2026-03-04 10:05:00,2026-03-04 10:30:00,2026-03-04 08:46:38,Product Support,P3,EN,5,2026-03-04 12:46:38,2026-03-06 08:46:38,0.00,0.00
TKT-00236,scheduled,PS-02,2026-03-04 09:55:00,2026-03-04 10:25:00,2026-03-04 08:47:50,Product Support,P3,EN,6,2026-03-04 12:47:50,2026-03-06 08:47:50,0.00,0.00
TKT-00237,scheduled,GEN-02,2026-03-04 10:25:00,2026-03-04 11:00:00,2026-03-04 08:51:04,Product Support,P3,EN,7,2026-03-04 12:51:04,2026-03-06 08:51:04,0.00,0.00
TKT-00238,scheduled,PS-02,2026-03-05 15:10:00,2026-03-05 15:50:00,2026-03-04 09:03:06,Product Support,P4,EN,8,2026-03-05 09:03:06,2026-03-11 09:03:06,366.90,0.00
TKT-00239,scheduled,INT-02,2026-03-04 09:10:00,2026-03-04 09:55:00,2026-03-04 09:07:36,Integrations/API,P2,EN,9,2026-03-04 10:07:36,2026-03-05 09:07:36,0.00,0.00
TKT-00240,scheduled,PS-02,2026-03-04 10:25:00,2026-03-04 11:25:00,2026-03-04 09:18:56,Product Support,P3,EN,12,2026-03-04 13:18:56,2026-03-06 09:18:56,0.00,0.00
TKT-00241,scheduled,INT-01,2026-03-04 09:20:00,2026-03-04 10:10:00,2026-03-04 09:19:26,Integrations/API,P1,EN,10,2026-03-04 09:34:26,2026-03-04 13:19:26,0.00,0.00
TKT-00242,scheduled,PS-02,2026-03-04 09:25:00,2026-03-04 09:55:00,2026-03-04 09:23:29,Product Support,P2,EN,6,2026-03-04 10:23:29,2026-03-05 09:23:29,0.00,0.00
TKT-00243,scheduled,INT-01,2026-03-04 10:10:00,2026-03-04 11:50:00,2026-03-04 09:23:30,Integrations/API,P3,DE,20,2026-03-04 13:23:30,2026-03-06 09:23:30,0.00,0.00
TKT-00244,scheduled,GEN-03,2026-03-04 10:30:00,2026-03-04 11:10:00,2026-03-04 09:24:11,Product Support,P3,EN,8,2026-03-04 13:24:11,2026-03-06 09:24:11,0.00,0.00
TKT-00245,scheduled,GEN-02,2026-03-04 11:40:00,2026-03-04 12:10:00,2026-03-04 09:29:49,Account Access,P3,EN,6,2026-03-04 13:29:49,2026-03-06 09:29:49,0.00,0.00
TKT-00246,scheduled,GEN-01,2026-03-04 09:45:00,2026-03-04 10:05:00,2026-03-04 09:30:53,Account Access,P2,DE,4,2026-03-04 10:30:53,2026-03-05 09:30:53,0.00,0.00
TKT-00247,scheduled,GEN-01,2026-03-04 11:50:00,2026-03-04 12:20:00,2026-03-04 09:31:19,Billing,P3,DE,6,2026-03-04 13:31:19,2026-03-06 09:31:19,0.00,0.00
TKT-00248,scheduled,PS-02,2026-03-06 08:55:00,2026-03-06 10:15:00,2026-03-04 09:31:26,Product Support,P4,EN,16,2026-03-05 09:31:26,2026-03-11 09:31:26,443.57,0.00
TKT-00249,scheduled,GEN-03,2026-03-05 15:05:00,2026-03-05 15:35:00,2026-03-04 09:33:41,Billing,P4,EN,6,2026-03-05 09:33:41,2026-03-11 09:33:41,331.32,0.00
TKT-00250,scheduled,PS-02,2026-03-05 14:25:00,2026-03-05 15:10:00,2026-03-04 09:37:11,Product Support,P4,EN,9,2026-03-05 09:37:11,2026-03-11 09:37:11,287.82,0.00
TKT-00251,scheduled,PS-02,2026-03-04 12:20:00,2026-03-04 13:45:00,2026-03-04 09:39:03,Product Support,P3,EN,17,2026-03-04 13:39:03,2026-03-06 09:39:03,0.00,0.00
TKT-00252,scheduled,GEN-01,2026-03-05 15:00:00,2026-03-05 15:10:00,2026-03-04 09:40:50,Account Access,P4,EN,2,2026-03-05 09:40:50,2026-03-11 09:40:50,319.17,0.00
TKT-00253,scheduled,INT-02,2026-03-04 09:55:00,2026-03-04 10:20:00,2026-03-04 09:49:12,Integrations/API,P3,EN,5,2026-03-04 13:49:12,2026-03-06 09:49:12,0.00,0.00
TKT-00254,scheduled,PS-01,2026-03-05 14:10:00,2026-03-05 15:20:00,2026-03-04 09:52:57,Product Support,P4,EN,14,2026-03-05 09:52:57,2026-03-11 09:52:57,257.05,0.00
TKT-00255,scheduled,GEN-01,2026-03-04 12:45:00,2026-03-04 13:15:00,2026-03-04 09:58:07,Account Access,P3,EN,6,2026-03-04 13:58:07,2026-03-06 09:58:07,0.00,0.00
TKT-00256,scheduled,PS-01,2026-03-04 13:00:00,2026-03-04 13:30:00,2026-03-04 09:58:40,Product Support,P3,EN,6,2026-03-04 13:58:40,2026-03-06 09:58:40,0.00,0.00
TKT-00257,scheduled,GEN-02,2026-03-05 13:50:00,2026-03-05 14:00:00,2026-03-04 10:03:25,Billing,P4,DE,2,2026-03-05 10:03:25,2026-03-11 10:03:25,226.58,0.00
TKT-00258,scheduled,GEN-03,2026-03-04 13:05:00,2026-03-04 13:50:00,2026-03-04 10:04:37,Product Support,P3,EN,9,2026-03-04 14:04:37,2026-03-06 10:04:37,0.00,0.00
TKT-00259,scheduled,GEN-01,2026-03-04 10:20:00,2026-03-04 11:25:00,2026-03-04 10:09:42,Product Support,P2,EN,13,2026-03-04 11:09:42,2026-03-05 10:09:42,0.00,0.00
TKT-00260,scheduled,GEN-02,2026-03-04 13:20:00,2026-03-04 14:30:00,2026-03-04 10:10:56,Product Support,P3,EN,14,2026-03-04 14:10:56,2026-03-06 10:10:56,0.00,0.00
TKT-00261,scheduled,PS-02,2026-03-05 13:40:00,2026-03-05 14:25:00,2026-03-04 10:13:22,Product Support,P4,EN,9,2026-03-05 10:13:22,2026-03-11 10:13:22,206.63,0.00
TKT-00262,scheduled,GEN-01,2026-03-04 13:15:00,2026-03-04 13:30:00,2026-03-04 10:14:06,Product Support,P3,EN,3,2026-03-04 14:14:06,2026-03-06 10:14:06,0.00,0.00
TKT-00263,scheduled,SIC-01,2026-03-04 10:20:00,2026-03-04 11:50:00,2026-03-04 10:15:46,Integrations/API,P2,DE,18,2026-03-04 11:15:46,2026-03-05 10:15:46,0.00,0.00
TKT-00264,scheduled,PS-01,2026-03-04 13:30:00,2026-03-04 13:45:00,2026-03-04 10:18:39,Product Support,P3,EN,3,2026-03-04 14:18:39,2026-03-06 10:18:39,0.00,0.00
TKT-00265,scheduled,GEN-02,2026-03-04 11:00:00,2026-03-04 11:40:00,2026-03-04 10:31:21,Product Support,P2,EN,8,2026-03-04 11:31:21,2026-03-05 10:31:21,0.00,0.00
TKT-00266,scheduled,GEN-03,2026-03-05 13:35:00,2026-03-05 14:05:00,2026-03-04 10:31:38,Product Support,P4,EN,6,2026-03-05 10:31:38,2026-03-11 10:31:38,183.37,0.00
TKT-00267,scheduled,GEN-01,2026-03-04 13:30:00,2026-03-04 13:40:00,2026-03-04 10:33:46,Account Access,P3,EN,2,2026-03-04 14:33:46,2026-03-06 10:33:46,0.00,0.00
TKT-00268,scheduled,INT-02,2026-03-04 10:40:00,2026-03-04 11:30:00,2026-03-04 10:35:18,Integrations/API,P4,EN,10,2026-03-05 10:35:18,2026-03-11 10:35:18,0.00,0.00
TKT-00269,scheduled,GEN-01,2026-03-04 13:40:00,2026-03-04 13:50:00,2026-03-04 10:37:06,Account Access,P3,DE,2,2026-03-04 14:37:06,2026-03-06 10:37:06,0.00,0.00
TKT-00270,scheduled,GEN-02,2026-03-05 13:30:00,2026-03-05 13:50:00,2026-03-04 10:40:56,Account Access,P4,EN,4,2026-03-05 10:40:56,2026-03-11 10:40:56,169.07,0.00
TKT-00271,scheduled,GEN-03,2026-03-04 13:50:00,2026-03-04 14:15:00,2026-03-04 10:42:08,Account Access,P3,EN,5,2026-03-04 14:42:08,2026-03-06 10:42:08,0.00,0.00
TKT-00272,scheduled,GEN-03,2026-03-04 11:10:00,2026-03-04 11:30:00,2026-03-04 10:45:43,Product Support,P2,EN,4,2026-03-04 11:45:43,2026-03-05 10:45:43,0.00,0.00
TKT-00273,scheduled,SIC-01,2026-03-04 11:50:00,2026-03-04 12:25:00,2026-03-04 10:45:45,Billing,P1,EN,7,2026-03-04 11:00:45,2026-03-04 14:45:45,49.25,0.00
